,Ciudad,Dueño,Nivel,Alianza,Isla,xCoord,yCoord
531,Sarín,belladona,11,-MaF-,Risautia,48,54
532,Vino 1,Sara,12,-CB-,Risautia,48,54
533,Lübeck,Ziuster,11,HANSA,Risautia,48,54
534,Dragonstone,Aegon Targaryen,13,-CB-,Risautia,48,54
535,Polis,StOn3,10,-CB-,Risautia,48,54
536,PoSEIDoN Vino,-PoSElDoN-,13,-CB-,Risautia,48,54
537,Alma Mora,Ardilla Canibal,11,-MaF-,Risautia,48,54
538,Capitopolis,Aldo,15,-CB-,Risautia,48,54
539,VINO,Golden Gear,13,-CB-,Risautia,48,54
540,Vino 2,Sara,4,-CB-,Risautia,48,54
541,011,CANIBALERA,10,V-K,Risautia,48,54
542,HUECO CB,Hueco CB,1,None,Risautia,48,54
544,Apocalypto,Christmaster,9,300,Brasaos,50,54
545,Polis,Loko,2,None,Brasaos,50,54
546,Alejandria,luismg12,9,-RR-,Brasaos,50,54
547,Polis,Fonty,4,None,Brasaos,50,54
548,El Pozo,Rob3rto,10,-MaF-,Brasaos,50,54
549,Polis,Ardilla Canibal,2,-MaF-,Brasaos,50,54
550,osquilla z,osquilla,10,None,Brasaos,50,54
551,Polis,zarpa,1,xVx,Brasaos,50,54
552,Polis,Fidelis2,1,None,Brasaos,50,54
553,Trium,Soy Leyenda,7,None,Brasaos,50,54
554,Mesana,Enel3030,12,-RR-,Brasaos,50,54
555,Reino Castilla,Cardenal,9,None,Brasaos,50,54
556,Polis,cajonero,5,None,Brasaos,50,54
557,Polis,Tenacitas,2,None,Brasaos,50,54
558,Arma - Gedon,ARMAGEDON,7,None,Brasaos,50,54
559,Polis,Saturno,2,None,Brasaos,50,54
561,El Norte,Lord Stark,11,-MaF-,Stonaos,51,54
562,Marmol,Khan,10,LhO,Stonaos,51,54
563,Atenas,victordueas,5,None,Stonaos,51,54
564,Derment,Gengis Kan,9,-MaF-,Stonaos,51,54
565,Cerro Capire,Rob3rto,12,-MaF-,Stonaos,51,54
566,Polis,El Ultimo,1,None,Stonaos,51,54
567,Raccoom M1H1,Kirby,10,-MaF-,Stonaos,51,54
568,Los Hornos,Rottweilas,10,-MaF-,Stonaos,51,54
569,Polis,Lord Stark,7,-MaF-,Stonaos,51,54
570,GOD OF WAR,carlitos94,10,-MaF-,Stonaos,51,54
571,Reino Granada,Cardenal,9,None,Stonaos,51,54
572,Gungnir,Soy Leyenda,9,None,Stonaos,51,54
573,As Roma,jamthebest,11,-MaF-,Stonaos,51,54
574,5154 hm1,Artemisa,9,None,Stonaos,51,54
575,Marmore,Tuco,11,None,Stonaos,51,54
576,Saturno,sat1,12,xVx,Stonaos,51,54
577,Pasarena,Leptorian,11,-LR-,Stonaos,51,54
578,Polis,TutorialesXpro,5,None,Lyeoetia,51,55
579,TheWineThrone,Fynhx,12,HDP,Lyeoetia,51,55
580,VINOPOLIS,carlitos94,10,-MaF-,Lyeoetia,51,55
581,Polis,ElpirataXpro9,4,None,Lyeoetia,51,55
582,Oxus,Tuco,8,None,Lyeoetia,51,55
583,Tabernero,You lose,7,CZD,Lyeoetia,51,55
584,Robledo,Leptorian,13,-LR-,Lyeoetia,51,55
585,ImperioXpro,RaulXpro,13,GoW,Lyeoetia,51,55
587,Painkiller,Pulmonia,12,-CB-,Lyeoetia,51,55
588,Rhußy,Voysobrao,12,-RR-,Lyeoetia,51,55
589,Kazan,Pepelake,10,-LR-,Lyeoetia,51,55
590,Europa,Strogonob,8,None,Lyeoetia,51,55
591,Roma,Enel3030,12,-RR-,Lyeoetia,51,55
593,Polis 1,Fidelis2,7,None,Lyeoetia,51,55
595,Polis,Christmaster,1,300,Llusiios,50,55
596,Sophia,Peleus-4488,4,None,Llusiios,50,55
597,Arcadia,vicrogo,6,T-I,Llusiios,50,55
598,Krystallo,Tuco,4,None,Llusiios,50,55
601,Polis,Ramsay,1,T-I,Llusiios,50,55
602,Cristalito,SuperGiro,1,T-I,Llusiios,50,55
603,Polis,Enel3030,1,-RR-,Llusiios,50,55
604,Esparta,luismg12,5,-RR-,Llusiios,50,55
605,Te Meo,Cucumelo,5,None,Llusiios,50,55
606,Turmalina,darkdiego,2,None,Llusiios,50,55
608,el trastero,zarpa,14,xVx,Llusiios,50,55
609,Leo,Pitonisa,11,-MaF-,Llusiios,50,55
612,AZUFRE LOCO,PERRO LOCO,4,None,Lareios,52,54
613,Azufre,Chichibukai,1,VDE,Lareios,52,54
614,Isla Cacao,Twilight,7,None,Lareios,52,54
615,Ashai,Valyria,7,None,Lareios,52,54
616,Montt,Puerto,1,LhO,Lareios,52,54
617,II OSIRIS,MERLYN EL MAGO,8,None,Lareios,52,54
618,Azufrus,trajanus,12,-MaF-,Lareios,52,54
619,Europa,Julius,9,FLOR,Lareios,52,54
620,Polis,Wasamandrapa,4,None,Lareios,52,54
621,Azufre,Carlos,10,None,Lareios,52,54
622,Dread Fort,Ramsay,9,T-I,Lareios,52,54
623,Polis,Theseus-6748,1,None,Lareios,52,54
624,Polis,sat1,1,xVx,Lareios,52,54
625,Motagua,jamthebest,10,-MaF-,Lareios,52,54
626,Hash A,JJAVII,8,None,Lareios,52,54
627,Polis,europa,0,None,Lareios,52,54
629,-TABERNA-,ManuelGibra,8,xVx,Niraios,52,53
630,Puesmelaquedo,Ushuaïa,1,xVx,Niraios,52,53
631,DZRA,diezuar,4,xVx,Niraios,52,53
632,Borracheira,Xanatos72,10,None,Niraios,52,53
633,Reino Navarra,Cardenal,8,None,Niraios,52,53
634,Delta,Luftwaffe,9,-MaF-,Niraios,52,53
635,jdjffdj,victordueas,2,None,Niraios,52,53
636,Meliodas,Galnex,9,xVx,Niraios,52,53
637,HashV,JJAVII,6,None,Niraios,52,53
638,Dioniso,janjon23,10,None,Niraios,52,53
639,Atenas-Vino,Anabelita,11,-LR-,Niraios,52,53
640,Vino-1,monje,10,LhO,Niraios,52,53
641,Winterfell,Ramsay,8,T-I,Niraios,52,53
642,Neptuno,sat1,14,xVx,Niraios,52,53
643,Vinopolis,javiblanco,9,300,Niraios,52,53
644,Vinopolis,Cobress,11,None,Niraios,52,53
646,Valyria,Valyria,9,None,Ormieos,53,53
647,Esmeralda,Jonson,11,xVx,Ormieos,53,53
648,II COBRA,MERLYN EL MAGO,7,None,Ormieos,53,53
649,HashC,JJAVII,7,None,Ormieos,53,53
650,Polis,Oliver,1,-CB-,Ormieos,53,53
651,Diane,Galnex,8,xVx,Ormieos,53,53
652,Morat IV,XLR14,10,300,Ormieos,53,53
653,Polis,Battōsai,1,LhO,Ormieos,53,53
654,Dominic,Belialsus,1,V-K,Ormieos,53,53
655,Atlántida,Ushuaïa,12,xVx,Ormieos,53,53
656,Urano,sat1,14,xVx,Ormieos,53,53
657,Polis,Hydro,11,None,Ormieos,53,53
658,DARZ,diezuar,4,xVx,Ormieos,53,53
659,Polis,rastaman,4,-RR-,Ormieos,53,53
660,Crotona,Enel3030,13,-RR-,Ormieos,53,53
661,Cristal,Carlos,10,None,Ormieos,53,53
663,La Comarca,StOn3,13,-CB-,Thusiios,53,54
664,II MUMY,MERLYN EL MAGO,8,None,Thusiios,53,54
665,Hash M,JJAVII,10,None,Thusiios,53,54
666,Júpiter,sat1,14,xVx,Thusiios,53,54
667,Weldyn,Delfador,11,V-K,Thusiios,53,54
668,1Marmol,Terim,11,xVx,Thusiios,53,54
669,Everlong,Dave Grohl,2,None,Thusiios,53,54
670,-GIBRA-,ManuelGibra,13,xVx,Thusiios,53,54
671,PoSEid0n II,sssss,4,xVx,Thusiios,53,54
672,Cabrero,Dani,14,300,Thusiios,53,54
673,Legoland,Ushuaïa,13,xVx,Thusiios,53,54
674,-MANUEL-,ManuelGibra,13,xVx,Thusiios,53,54
675,Carapachay,Trota,5,None,Thusiios,53,54
676,Casterly Rock,Ramsay,12,T-I,Thusiios,53,54
677,Balamb,Oliver,14,-CB-,Thusiios,53,54
678,A phalloides,Alejandra,11,xVx,Thusiios,53,54
680,Beli,Puerto,6,LhO,Ositia,52,52
681,Makōto Shishiō,Battōsai,8,LhO,Ositia,52,52
682,Fear Garden,Pietro,10,LhO,Ositia,52,52
683,Joanne,Soulix,12,LhO,Ositia,52,52
684,Zeus,janjon23,10,None,Ositia,52,52
685,Nuevo Noble,CDanielCM,10,LhO,Ositia,52,52
686,Ban,Galnex,8,xVx,Ositia,52,52
687,Polis,javiblanco,10,300,Ositia,52,52
688,Meereen,Valyria,9,None,Ositia,52,52
689,Harrixe-2,Olaba,8,LhO,Ositia,52,52
690,Capo II,Joseph II,4,-RTX-,Ositia,52,52
691,Duraznito,lele,10,LhO,Ositia,52,52
692,Darnassus,Sensey,10,300,Ositia,52,52
693,Borgoña,caballonegro,13,300,Ositia,52,52
694,Northernlight,Ghoul,8,VDE,Ositia,52,52
695,Polis,Solitario,1,xVx,Ositia,52,52
697,Cuy,ElGato,11,IMP-V,Anauos,53,52
698,Forja,Beam,11,-MaF-,Anauos,53,52
699,Atenas,Pietro,7,LhO,Anauos,53,52
700,War,Oliver,12,-CB-,Anauos,53,52
701,Polis,Cernadas,1,xVx,Anauos,53,52
702,Rekfort,DarkSteban,15,-CB-,Anauos,53,52
703,Fariña,Xanatos72,10,None,Anauos,53,52
704,Azufre-1,monje,9,LhO,Anauos,53,52
705,Sindrome,Sindrome,4,None,Anauos,53,52
706,FIre,lele,9,LhO,Anauos,53,52
707,DRZA,diezuar,5,xVx,Anauos,53,52
708,Alpha,Luftwaffe,9,-MaF-,Anauos,53,52
709,Centenario,Rottweilas,10,-MaF-,Anauos,53,52
710,Ares,janjon23,9,None,Anauos,53,52
711,Polis,Cernadas,1,xVx,Anauos,53,52
712,Polis,Battōsai,1,LhO,Anauos,53,52
714,Polis,kirlo,10,None,Torytia,53,50
715,La Jaca,Rokko91,9,None,Torytia,53,50
716,Antigua Roma,Ushuaïa,10,xVx,Torytia,53,50
717,Mármol 4 LhO,El Dosinger,11,LhO,Torytia,53,50
718,Python 3,Unrealjose,10,LhO,Torytia,53,50
719,Marmol,Carlos,10,None,Torytia,53,50
720,Bacharrey,Mateu,12,300,Torytia,53,50
721,Los muntells,pepet,10,None,Torytia,53,50
722,YoBailoMaKTu,Cnmigotunopuede,9,T-I,Torytia,53,50
723,Polonya,Vale07,4,None,Torytia,53,50
724,Roma,vicitox,11,xVx,Torytia,53,50
725,Altdorf,El emperador,13,13T,Torytia,53,50
726,La Cosa Nostra,GiovanniPaolo,12,LhO,Torytia,53,50
727,Piedra,Daxtox,9,None,Torytia,53,50
728,DAZR,diezuar,1,xVx,Torytia,53,50
729,Payana,Truelife,6,None,Torytia,53,50
731,Rosatel,Dasumi,7,None,Loheos,54,50
732,Polis,lele,7,LhO,Loheos,54,50
733,Cerveza,Daxtox,10,None,Loheos,54,50
734,Niebla,Azabache,9,LhO,Loheos,54,50
735,Escor v,Lancet07,18,13T,Loheos,54,50
736,Zaithus,DarkSteban,12,-CB-,Loheos,54,50
737,El Paso,Danss,7,-A-,Loheos,54,50
738,Erebor,doraemon,6,None,Loheos,54,50
739,Puerto,Puerto,2,LhO,Loheos,54,50
740,Polis,wuataco,1,LhO,Loheos,54,50
741,La Guardia,Tigraso,12,V-K,Loheos,54,50
742,II NEO,MERLYN EL MAGO,7,None,Loheos,54,50
743,Polis,CyR,4,None,Loheos,54,50
744,Vino 4 LhO,El Dosinger,11,LhO,Loheos,54,50
745,La Canea,Pietro,2,LhO,Loheos,54,50
746,El Poris,Rokko91,7,None,Loheos,54,50
748,Polis,walter,4,None,Drearios,53,49
749,Escandinavia,caballonegro,12,300,Drearios,53,49
750,Polis,Atlas-4018,3,None,Drearios,53,49
751,Escor c,Lancet07,17,13T,Drearios,53,49
752,Polis,Mary,4,None,Drearios,53,49
753,Glasögon,Atenares,10,None,Drearios,53,49
754,Cristal-1,Hagameón,10,-RR-,Drearios,53,49
755,Droifem,elendir,10,-LR-,Drearios,53,49
756,Polis,SolomilloKane,3,LhO,Drearios,53,49
757,Tui,Tigraso,11,V-K,Drearios,53,49
758,Cristal-1,monje,8,LhO,Drearios,53,49
759,Polis,juanes,4,None,Drearios,53,49
760,Varazko,Lord Melladre,6,GOLD,Drearios,53,49
761,C01 ATE,Yumbo,10,-REV-,Drearios,53,49
762,Copan,Misaelo,6,-IL-,Drearios,53,49
763,Polis,felipe,4,None,Drearios,53,49
765,Grecia,Ogrimmar,7,-RR-,Augheios,54,49
766,Polis,Kate,4,None,Augheios,54,49
767,Arico Viejo,Rokko91,8,None,Augheios,54,49
768,Polis,Bambola,4,None,Augheios,54,49
769,Morat III,XLR14,10,300,Augheios,54,49
770,Escor a,Lancet07,18,13T,Augheios,54,49
771,Sulphuris-1,jpn82,8,-RR-,Augheios,54,49
772,Durango,MichellGtz,8,IRON,Augheios,54,49
773,TurkTown,tomasaurus,12,TGC,Augheios,54,49
774,-Categath-,Ragnar Lodbroc-,10,-IL-,Augheios,54,49
775,Ah sufre,si hola,7,TGC,Augheios,54,49
776,Alejandría,Menelao,8,13T,Augheios,54,49
777,Thor,Elextrolex,6,-RTX-,Augheios,54,49
778,Salcidos,Tigraso,11,V-K,Augheios,54,49
779,AzufriR,GUERRERO,7,13T,Augheios,54,49
780,Alabama,Edd Harris,10,TGC,Augheios,54,49
783,Spártē,Heracles,12,300,Loratia,53,48
785,Polis,kikimajen,2,None,Loratia,53,48
786,ROMA-SPQR,JuliusCaesar,6,SPQR,Loratia,53,48
787,Polis,kirlo,8,None,Loratia,53,48
789,Polis,sokonia,2,None,Loratia,53,48
790,Vinum-1,jpn82,9,-RR-,Loratia,53,48
791,12012,Rasputin,9,None,Loratia,53,48
792,-Perú-,Ragnar Lodbroc-,9,-IL-,Loratia,53,48
793,Polis,kaikiasx,2,None,Loratia,53,48
794,Polis,punetasos,2,None,Loratia,53,48
795,Polis,elsopenia,2,None,Loratia,53,48
799,-ROME-,Ragnar Lodbroc-,11,-IL-,Snieltoos,54,48
800,Xml,WarK,12,-CB-,Snieltoos,54,48
801,Debian,LinuxReload,7,None,Snieltoos,54,48
802,Marte,sat1,8,xVx,Snieltoos,54,48
803,Demarmol,Bentejui,15,300,Snieltoos,54,48
804,yUnK sTaTe,yUnK,7,LhO,Snieltoos,54,48
805,mortimer,Solder,7,None,Snieltoos,54,48
806,San Pedro Sula,Misaelo,12,-IL-,Snieltoos,54,48
807,Utumno,Melkor,10,300,Snieltoos,54,48
808,Marmol 2,Severino,9,300,Snieltoos,54,48
809,Polis,LIDERKNH,1,None,Snieltoos,54,48
810,MaltonP,malton,9,None,Snieltoos,54,48
811,Unicron,Megatron,7,None,Snieltoos,54,48
812,TeBaS,AuReLiO,2,None,Snieltoos,54,48
813,Marble,Blingard,11,300,Snieltoos,54,48
814,Cybertron,Megatron,9,None,Snieltoos,54,48
815,la paloma,serpiente,11,xVx,Snieltoos,54,48
816,Polis,nonameds,2,None,Raneytia,53,47
817,Polis,salado,6,None,Raneytia,53,47
818,Esparta,Ogrimmar,9,-RR-,Raneytia,53,47
819,Polis,uruguay,6,None,Raneytia,53,47
820,Polis,whensitos,2,None,Raneytia,53,47
821,Tyson,Max,16,V-K,Raneytia,53,47
822,Citivi,Soldado ivi,5,None,Raneytia,53,47
823,te veo,serpiente,10,xVx,Raneytia,53,47
824,Motorola,ElPatronDelMal,8,None,Raneytia,53,47
825,Caronte C,TaKaTin,7,-RR-,Raneytia,53,47
826,Bills,Xemita,8,None,Raneytia,53,47
827,Cambus,Dasumi,7,None,Raneytia,53,47
828,Armeria,malton,6,None,Raneytia,53,47
829,Setones City,Blitts,4,None,Raneytia,53,47
830,Polis,C0Nde,8,None,Raneytia,53,47
831,Roma,AMagno,12,-RR-,Raneytia,53,47
833,PHECDA,Calamardo,8,300,Toreaos,52,47
834,Angband,Melkor,10,300,Toreaos,52,47
835,Pitonisa,Cecilia,10,-RR-,Toreaos,52,47
836,Polis,coolito,2,None,Toreaos,52,47
837,Imperio,malton,7,None,Toreaos,52,47
838,Pacquiao,Max,16,V-K,Toreaos,52,47
839,La Tierra,sat1,14,xVx,Toreaos,52,47
840,Azufre-1,Hagameón,7,-RR-,Toreaos,52,47
841,Azz,Deos_Vaghetto,1,None,Toreaos,52,47
842,Azufrini,Morte,10,LhO,Toreaos,52,47
843,Polis,juanajato,2,None,Toreaos,52,47
844,Lącōniä,Heracles,12,300,Toreaos,52,47
845,Whis,Xemita,10,None,Toreaos,52,47
846,Marvelous,Zaikairo,12,HDP,Toreaos,52,47
847,Azufro,Jonson,10,xVx,Toreaos,52,47
848,Polis,kukihen,2,None,Toreaos,52,47
850,Polis,C0Nde,5,None,Phytios,52,46
851,Panda,Suliman,10,V-K,Phytios,52,46
852,Polis,Joni1997,9,GoW,Phytios,52,46
853,quinita,ikawarrior,12,-RR-,Phytios,52,46
854,Java,Unrealjose,10,LhO,Phytios,52,46
855,Tempranillo,Arquimedes,8,-REV-,Phytios,52,46
856,Isla Mermelada,Twilight,7,None,Phytios,52,46
857,Luis,Cecilia,11,-RR-,Phytios,52,46
858,Roma_Vine,AMagno,11,-RR-,Phytios,52,46
859,Polis,rastaman,10,-RR-,Phytios,52,46
860,City-V,N3tp,10,V-K,Phytios,52,46
861,Estigia V,TaKaTin,9,-RR-,Phytios,52,46
862,Viña-1,Hagameón,10,-RR-,Phytios,52,46
863,MagicLand3,Magixcosoo,7,L-C,Phytios,52,46
864,MERAK,Calamardo,8,300,Phytios,52,46
865,Polis,Palamedes2,1,None,Phytios,52,46
867,Saxo,Joni1997,7,GoW,Dydios,53,46
868,Cayma,Felony,12,-RR-,Dydios,53,46
869,Black,Arkanez,9,-RR-,Dydios,53,46
870,Alivanfa3,Srflores,7,-REV-,Dydios,53,46
871,Polis,Arquimedes,1,-REV-,Dydios,53,46
872,Valiria,Dasumi,10,None,Dydios,53,46
873,piedritas,boquerone,10,-RR-,Dydios,53,46
874,Cantera,Gladieitor,5,TGC,Dydios,53,46
875,arlequina,ikawarrior,11,-RR-,Dydios,53,46
876,stone,rastaman,10,-RR-,Dydios,53,46
877,Aqueronte M,TaKaTin,9,-RR-,Dydios,53,46
878,Polis,El Ultimo,1,None,Dydios,53,46
879,Lles,Basuli,5,-LR-,Dydios,53,46
880,Athēnis,Heracles,11,300,Dydios,53,46
881,Thor2,Elextrolex,5,-RTX-,Dydios,53,46
882,ALIOTH,Calamardo,8,300,Dydios,53,46
884,Polis,Menelao,7,13T,Nuireos,50,46
886,Vinodium,gladiadormlg,6,LhO,Nuireos,50,46
887,Colonia Vino,Vlady,6,GoW,Nuireos,50,46
888,alasca4,riojabruja,3,GoW,Nuireos,50,46
889,Catucho,Daedalus-4995,5,None,Nuireos,50,46
890,Kattegat,DaFNe,10,CVK,Nuireos,50,46
891,Cerro Colorado,Felony,6,-RR-,Nuireos,50,46
892,Vinopolis,Jaime,7,LhO,Nuireos,50,46
893,Northumbria,Jawi95,14,V-K,Nuireos,50,46
895,Polis,Ibaal,1,None,Nuireos,50,46
896,Travesseres,Basuli,8,-LR-,Nuireos,50,46
897,Polis,Arkanez,6,-RR-,Nuireos,50,46
898,Valley N2,Dios Mauxi,4,BRUTO,Nuireos,50,46
899,Sueño,F Sor,9,None,Nuireos,50,46
901,Cartaginensis,Centurion,7,None,Eldeitia,49,46
902,motorpsico,gitano,10,LhO,Eldeitia,49,46
903,Marmopolis,Épico,9,None,Eldeitia,49,46
904,12 STONES,Rasputin,10,None,Eldeitia,49,46
905,Polis,LIDERKNH,1,None,Eldeitia,49,46
906,tourista,Ben Beckman,10,LhO,Eldeitia,49,46
907,SOAD,Cerverus,7,BRUTO,Eldeitia,49,46
908,Rapiega,El malo,10,V-K,Eldeitia,49,46
909,Alhambra,F Sor,10,None,Eldeitia,49,46
910,Chicago,ARMAGGEDON,8,None,Eldeitia,49,46
911,parce city,The mitzo,5,BRUTO,Eldeitia,49,46
912,Temistocles,Mepeinoasoplios,9,None,Eldeitia,49,46
913,Polis,Perseo,5,None,Eldeitia,49,46
914,Valley N1,Dios Mauxi,7,BRUTO,Eldeitia,49,46
915,Micenas,Argenis,10,None,Eldeitia,49,46
916,Polis,Menelaus-9892,10,None,Eldeitia,49,46
918,Alasca2,riojabruja,9,GoW,Shydeos,50,45
919,pichita,ikawarrior,10,-RR-,Shydeos,50,45
920,Polis-A,Pollux-6820,7,None,Shydeos,50,45
921,Aire en la nuca,Truelife,7,None,Shydeos,50,45
922,16v,Joni1997,5,GoW,Shydeos,50,45
923,Polis,Deibis,6,None,Shydeos,50,45
924,Nóvgorod,Ragnark,7,V-K,Shydeos,50,45
926,Cerezo,clgarces,9,-REV-,Shydeos,50,45
927,luna,gitano,8,LhO,Shydeos,50,45
928,Mazufre,Medusilla,7,-REV-,Shydeos,50,45
929,Lusitana,Centurion,2,None,Shydeos,50,45
930,Esparta,jplace,9,T-I,Shydeos,50,45
931,Jefelao,Suliman,11,V-K,Shydeos,50,45
933,Guass,chev,8,-REV-,Shydeos,50,45
935,Polis,Mora,0,None,Cheeios,49,45
936,Polis C1,Icarus-6424,10,V-K,Cheeios,49,45
937,Polis,PUTO,3,None,Cheeios,49,45
938,Polis,KIKONO,3,None,Cheeios,49,45
939,Cristal WXN,Josueea WNX,9,LhO,Cheeios,49,45
940,Polis,Panfila,1,None,Cheeios,49,45
941,DontStopNow,Zaikairo,13,HDP,Cheeios,49,45
942,goku,goku,10,GoW,Cheeios,49,45
943,Dragon Ball Z,dotb,11,-CB-,Cheeios,49,45
944,Makankosappo,Bruto,12,HDP,Cheeios,49,45
945,WONKA,MEMOCRAKING,8,None,Cheeios,49,45
946,Biggie,Quimboria,11,T-I,Cheeios,49,45
947,destrucris,destructorr,11,xVx,Cheeios,49,45
948,Zukrat,Dark_Lorentz,7,V-K,Cheeios,49,45
949,Cris-Ller,guillejen,17,HDP,Cheeios,49,45
950,Cristal,Solitario,10,xVx,Cheeios,49,45
952,El Rondador,Mepeinoasoplios,12,None,Whelios,48,46
953,Polis,SaturDFO,2,None,Whelios,48,46
954,Volos,Argenis,10,None,Whelios,48,46
955,Altdorf,Joshvic,7,None,Whelios,48,46
956,primera,tagliatella,6,None,Whelios,48,46
957,Polis,MB13,6,None,Whelios,48,46
958,Atenas,Perseo,8,None,Whelios,48,46
959,Polis,atlantida,1,None,Whelios,48,46
960,Baetica,Centurion,9,None,Whelios,48,46
961,santiago,chevesche,11,None,Whelios,48,46
962,Accel World,dotb,11,-CB-,Whelios,48,46
963,Jerez,Swone,11,-REV-,Whelios,48,46
964,Vino,Solitario,8,xVx,Whelios,48,46
965,Calosto City,Borja23RodCar,16,None,Whelios,48,46
966,Piezas,Belialsus,12,V-K,Whelios,48,46
967,Escaecer,El malo,14,V-K,Whelios,48,46
969,Polis,xavi521,14,VKO,Worooos,48,45
970,Gatoxland,Gatox64,11,13T,Worooos,48,45
971,Azufre,Hidroponico,13,V-K,Worooos,48,45
972,cartuchos,chevesche,10,None,Worooos,48,45
973,MONCLOA II,BAILACONLOBOS,10,xVx,Worooos,48,45
974,Pruebas,Borja23RodCar,2,None,Worooos,48,45
975,Polis,willyfog,5,None,Worooos,48,45
976,Kodigo,Belialsus,13,V-K,Worooos,48,45
977,Polis A1,Icarus-6424,10,V-K,Worooos,48,45
978,Polis,goku,4,GoW,Worooos,48,45
979,Polis2,Joshvic,4,None,Worooos,48,45
980,Argos,Argenis,10,None,Worooos,48,45
981,Polis,ARMAGEDON,1,None,Worooos,48,45
982,Budha,Gladius,4,None,Worooos,48,45
983,Onrac,Cloudhh,4,GoW,Worooos,48,45
984,chek,MEMOCRAKING,6,None,Worooos,48,45
986,Polis,Orpheus-8069,12,-A-,Samuos,47,46
987,Toledo,Hancock,6,None,Samuos,47,46
988,Rocket Town,Orpheus-7310,11,None,Samuos,47,46
989,Marmopolis,Jaime,12,LhO,Samuos,47,46
990,piedrafita,chevesche,12,None,Samuos,47,46
991,segunda,tagliatella,5,None,Samuos,47,46
992,Polis,NETBUST,1,None,Samuos,47,46
993,Östergötland,Dictador,9,V-K,Samuos,47,46
994,wowpato,wowpato,11,-LR-,Samuos,47,46
995,Polis,vic the killer,2,None,Samuos,47,46
996,palateitor,Palateitor,13,None,Samuos,47,46
997,Tarragona,AlbertoSaiz95,4,None,Samuos,47,46
998,piedrafita II,chevesche,8,None,Samuos,47,46
999,City-M-2,N3tp,1,V-K,Samuos,47,46
1000,Planta 2,Darktidus,14,V-K,Samuos,47,46
1001,Polis,Joshvic,10,None,Samuos,47,46
1003,Polilandia,Drizztand,6,None,Nyyyos,47,45
1004,Polis,chevesche,9,None,Nyyyos,47,45
1005,CriCriminal,Medusilla,6,-REV-,Nyyyos,47,45
1006,Leeds,Lexus,6,None,Nyyyos,47,45
1007,Julen IV,Juleniglesias09,7,LhO,Nyyyos,47,45
1008,Sagunto,Borja23RodCar,14,None,Nyyyos,47,45
1009,Planta 5,Darktidus,6,V-K,Nyyyos,47,45
1010,Tebas,jplace,9,T-I,Nyyyos,47,45
1011,Polis,xavi521,1,VKO,Nyyyos,47,45
1012,Aguas Dulce,PONNY DE GUERRA,9,None,Nyyyos,47,45
1013,Polis,Ag97us,3,LhO,Nyyyos,47,45
1014,Bruja,gitano,4,LhO,Nyyyos,47,45
1015,Tejas0013,omaromara,13,V-K,Nyyyos,47,45
1016,Hera,Firexito,8,T-I,Nyyyos,47,45
1017,Cefalonia,Argenis,9,None,Nyyyos,47,45
1018,Oceanside,Kiniikinii,2,None,Nyyyos,47,45
1020,Gatoxland III,Gatox64,5,13T,Wikios,49,44
1021,Polis,palmito,9,LhO,Wikios,49,44
1022,2pcity,Quimboria,8,T-I,Wikios,49,44
1023,Polis,palmito,9,LhO,Wikios,49,44
1024,Vinopolis,Épico,9,None,Wikios,49,44
1025,Polis V1,Icarus-6424,10,V-K,Wikios,49,44
1026,Vino,Rickyslalom,8,LhO,Wikios,49,44
1027,Julen I,Juleniglesias09,12,LhO,Wikios,49,44
1028,Cusco-WXN,-LuckY-,10,LhO,Wikios,49,44
1029,COPENHAGEN,Mophy,11,None,Wikios,49,44
1030,Ocahtrox,Dark_Lorentz,11,V-K,Wikios,49,44
1031,Polis,palmito,9,LhO,Wikios,49,44
1032,Elfland,Cloudhh,9,GoW,Wikios,49,44
1033,Dips,iAskan,9,T-I,Wikios,49,44
1034,gohan,goku,9,GoW,Wikios,49,44
1035,Vzla II,Corporation,11,LhO,Wikios,49,44
1036,AARHUS,Mophy,10,None,Wikios,49,44
1037,Polis,xavi521,1,VKO,Sleyvios,48,44
1038,Polis-M,Pollux-6820,10,None,Sleyvios,48,44
1039,Alasca,riojabruja,10,GoW,Sleyvios,48,44
1040,MONCLOA I,BAILACONLOBOS,11,xVx,Sleyvios,48,44
1041,Gold Sucer,Cloudhh,9,GoW,Sleyvios,48,44
1042,Tarraco Marm,Peter Pank,7,VKO,Sleyvios,48,44
1043,Polis,Theophilus,2,None,Sleyvios,48,44
1044,son,goku,10,GoW,Sleyvios,48,44
1045,PimPiedra,Medusilla,6,-REV-,Sleyvios,48,44
1046,Esparta,gladiadormlg,5,LhO,Sleyvios,48,44
1047,Vzla III,Corporation,11,LhO,Sleyvios,48,44
1048,Polis M1,Icarus-6424,11,V-K,Sleyvios,48,44
1049,Polis,palmito,9,LhO,Sleyvios,48,44
1050,Rard,Naap,13,V-K,Sleyvios,48,44
1051,Vzla I,Corporation,12,LhO,Sleyvios,48,44
1052,Arequipa-WXN,-LuckY-,11,LhO,Sleyvios,48,44
1054,Valentia,Peter Pank,11,VKO,Lootios,45,46
1055,Polis,Menelaus-9892,3,None,Lootios,45,46
1056,Stormwind,Bleker,5,None,Lootios,45,46
1057,Whole Cake,EscrotoSideral,12,None,Lootios,45,46
1058,venetto,Npr again,8,None,Lootios,45,46
1059,Santo Chuchamas,Jusete Sorio,10,None,Lootios,45,46
